Numero;Sexo;Estado Civil;Edad;Grado Academico;Estado Academico;Provincia;Partido Politico;Genero;Respuesta
1955;F;V;60;Secundaria;Incompleta;Puntarenas;Movimiento Libertario;Bisexual;N
1956;F;V;54;No;Aplica;Alajuela;Frente Amplio;Pansexual;S
1957;M;U;38;Secundaria;Incompleta;Guanacaste;Unidad Social Cristiana;Pansexual;S
1958;M;U;28;Secundaria;Completa;Alajuela;Partido Integración Nacional;Transexual;S
1959;M;U;27;Secundaria;Incompleta;San José;Renovación Costarricense;Metrosexual;S
1960;M;C;64;Secundaria;Incompleta;Heredia;Frente Amplio;Hetrosexual;S
1961;F;S;34;Primaria;Incompleta;Cartago;Renovación Costarricense;Demisexual;S
1962;M;D;25;Universitaria;Completa;San José;Accesibilidad sin Exclusión;Demisexual;N
1963;F;S;21;Primaria;Incompleta;Puntarenas;Frente Amplio;Homosexual;N
1964;F;D;48;Universitaria;Incompleta;Puntarenas;Unidad Social Cristiana;Bisexual;S
1965;M;V;64;Universitaria;Incompleta;San José;Republicano Social Cristiano;Graysexual;N
1966;F;C;57;Primaria;Incompleta;Alajuela;Unidad Social Cristiana;Antrosexual;S
1967;F;S;57;Primaria;Incompleta;Guanacaste;Movimiento Libertario;Bisexual;N
1968;F;V;28;Universitaria;Completa;Heredia;Acción Ciudadana;Antrosexual;N
1969;F;V;39;Secundaria;Incompleta;Alajuela;Frente Amplio;Asexual;S
1970;M;C;64;Secundaria;Incompleta;Heredia;Movimiento Libertario;Hetrosexual;N
1971;F;D;27;Secundaria;Completa;Guanacaste;Unidad Social Cristiana;Hetrosexual;N
1972;M;V;60;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Pansexual;S
1973;F;V;20;Secundaria;Completa;Heredia;Acción Ciudadana;Graysexual;N
1974;F;C;60;Secundaria;Completa;Guanacaste;Republicano Social Cristiano;Metrosexual;S
1975;M;U;25;Universitaria;Incompleta;Limón;Movimiento Libertario;Hetrosexual;N
1976;M;S;53;Secundaria;Incompleta;Puntarenas;Accesibilidad sin Exclusión;Antrosexual;S
1977;F;U;33;Secundaria;Completa;Heredia;Partido Integración Nacional;Demisexual;N
1978;F;S;26;Universitaria;Completa;Heredia;Liberación Nacional;Demisexual;S
1979;F;V;63;Universitaria;Completa;San José;Accesibilidad sin Exclusión;Homosexual;S
1980;F;V;52;Universitaria;Completa;Limón;Liberación Nacional;Antrosexual;S
1981;F;S;30;Universitaria;Incompleta;Guanacaste;Republicano Social Cristiano;Graysexual;S
1982;M;D;43;No;Aplica;San José;Frente Amplio;Metrosexual;S
1983;F;D;62;Educación;Técnica;Puntarenas;Frente Amplio;Bisexual;N
1984;F;C;38;Secundaria;Completa;Alajuela;Movimiento Libertario;Transexual;S
1985;F;C;57;Primaria;Incompleta;San José;Liberación Nacional;Asexual;N
1986;F;V;26;Universitaria;Incompleta;Puntarenas;Liberación Nacional;Bisexual;S
1987;M;U;59;Secundaria;Completa;Alajuela;Movimiento Libertario;Demisexual;N
1988;M;U;29;Universitaria;Completa;Alajuela;Liberación Nacional;Pansexual;N
1989;F;U;61;Universitaria;Incompleta;Alajuela;Liberación Nacional;Demisexual;N
1990;M;V;61;Primaria;Completa;Heredia;Renovación Costarricense;Metrosexual;S
1991;M;U;38;Secundaria;Incompleta;Alajuela;Frente Amplio;Metrosexual;N
1992;F;D;19;Secundaria;Incompleta;Guanacaste;Acción Ciudadana;Antrosexual;S
1993;M;S;52;Secundaria;Completa;Cartago;Unidad Social Cristiana;Hetrosexual;N
1994;M;V;37;Secundaria;Completa;San José;Movimiento Libertario;Graysexual;S
1995;F;D;40;Primaria;Incompleta;Guanacaste;Renovación Costarricense;Transexual;N
1996;F;U;46;Educación;Técnica;San José;Republicano Social Cristiano;Transexual;N
1997;M;S;18;Primaria;Completa;Cartago;Frente Amplio;Antrosexual;S
1998;M;D;60;Secundaria;Completa;Guanacaste;Liberación Nacional;Hetrosexual;S
1999;F;U;35;Secundaria;Incompleta;Puntarenas;Renovación Costarricense;Transexual;S
2000;F;D;22;Primaria;Incompleta;Puntarenas;Liberación Nacional;Transexual;S
Total;;;;;;;;;2000
